file_name,label,nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_index_finger_x,left_index_finger_y,right_index_finger_x,right_index_finger_y,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z
frame_4842.jpg,0,0.46005,0.4882,0.80699,0.48573,0.3059,0.35811,0.81853,0.87279,0.20468,0.641,0.44516,0.87322,0.20981,0.82186,0.31357,0.85641,0.25854,0.82882,0.50698,0.43808,-1.67678,0.53073,0.43826,-1.67719
frame_486.jpg,0,0.59472,0.30274,0.84775,0.52885,0.21321,0.52412,0.85444,0.94922,0.09981,0.88099,0.72664,0.60229,0.25714,0.99012,0.70309,0.45404,0.29019,0.98014,0.63863,0.23282,-1.43859,0.66127,0.2305,-1.43836
frame_4860.jpg,0,0.52098,0.35129,0.86031,0.47642,0.42536,0.25004,0.81522,0.8673,0.26172,0.57363,0.50214,0.92275,0.20638,0.84002,0.39344,0.88092,0.27641,0.86508,0.57047,0.31414,-1.57547,0.5895,0.31818,-1.57578
frame_4878.jpg,0,0.50698,0.47405,0.84438,0.50534,0.34211,0.29139,0.8446,0.86164,100,100,0.52594,0.84989,100,100,100,100,100,100,0.56953,0.45885,-2.04667,0.59571,0.46324,-2.0469
frame_4896.jpg,0,0.61563,0.41401,0.66563,0.38166,0.41032,0.47766,0.80959,0.63119,0.32742,0.80349,0.83859,0.42103,0.22325,0.79922,0.85002,0.30823,0.24909,0.82995,0.624,0.36533,-1.25444,0.63015,0.35832,-1.25485
frame_4914.jpg,0,0.6216,0.4429,0.80532,0.43709,0.38111,0.38144,0.83306,0.79765,0.26236,0.67181,0.67272,0.65957,0.26919,0.82602,0.63117,0.59429,0.30665,0.81157,0.66599,0.39541,-1.61269,0.68464,0.39471,-1.61312
frame_4932.jpg,0,0.50203,0.51936,0.89085,0.56592,0.41453,0.25524,0.84009,0.90216,100,100,0.58117,0.83497,100,100,100,100,100,100,0.56077,0.49002,-1.97166,0.58582,0.49658,-1.97196
frame_4950.jpg,0,0.57812,0.49176,0.81596,0.47971,0.30559,0.3523,0.84786,0.84829,100,100,0.84181,0.5311,100,100,0.8051,0.41656,100,100,0.6332,0.44266,-1.83767,0.65651,0.44376,-1.83798
frame_4968.jpg,0,0.5724,0.25822,0.81427,0.51163,0.22263,0.48581,0.8486,0.92754,0.10692,0.82685,0.72097,0.59116,0.39035,0.9166,0.68394,0.4674,0.46698,0.92981,0.6139,0.20272,-0.99651,0.63657,0.20196,-0.99652
frame_4986.jpg,0,0.60511,0.25595,0.84489,0.53764,0.28847,0.46128,0.81068,0.93705,0.15506,0.79416,0.66664,0.57854,0.34627,0.91652,0.66995,0.45435,0.39842,0.94214,0.65488,0.20746,-1.09668,0.67934,0.20857,-1.09664
frame_5004.jpg,0,0.60368,0.2717,0.85433,0.52144,0.26287,0.45304,0.81479,0.91729,0.13036,0.77873,0.66872,0.56513,0.3199,0.8955,0.67529,0.43511,0.38409,0.91077,0.6512,0.22137,-1.1898,0.67493,0.2211,-1.1899
frame_5022.jpg,0,0.53993,0.31914,0.84637,0.5396,0.30686,0.43354,0.80892,0.94024,0.16931,0.74052,0.62887,0.61845,0.26174,0.88654,0.63326,0.489,0.28761,0.91656,0.60932,0.27287,-1.18743,0.64231,0.27511,-1.18704
frame_504.jpg,0,0.56435,0.26801,0.86026,0.52058,0.21949,0.5212,0.86801,0.93454,0.08937,0.86403,0.72526,0.6014,0.22398,0.95738,0.69946,0.45855,0.26913,0.96266,0.60659,0.20991,-1.3935,0.6294,0.20853,-1.39351
frame_5040.jpg,0,0.30893,0.31126,0.71457,0.54809,0.17095,0.53328,0.8917,0.85626,0.10325,0.80819,0.6485,0.97697,100,100,0.54663,0.97284,100,100,0.35469,0.26712,-1.43154,0.37835,0.26689,-1.43205
frame_5058.jpg,0,0.52787,0.32497,0.84855,0.54685,0.19498,0.56404,0.9091,0.82187,0.13282,0.86221,0.80482,0.93509,0.27662,0.96685,0.73377,0.95658,0.35502,0.96627,0.57546,0.27329,-2.06892,0.59955,0.27146,-2.06952
frame_5076.jpg,0,0.56955,0.24153,0.907,0.48909,0.27339,0.49694,0.93171,0.7619,0.20346,0.77848,0.89096,0.88915,0.33251,0.89477,0.83828,0.93062,0.4101,0.90811,0.62027,0.19558,-1.48739,0.64836,0.19505,-1.48795
frame_5094.jpg,0,0.5427,0.22785,0.91031,0.48578,0.28571,0.49465,0.91394,0.78973,0.2094,0.79403,0.87038,0.89741,0.34865,0.90954,0.82403,0.93053,0.4187,0.91552,0.59957,0.18508,-1.24007,0.6313,0.18517,-1.24014
frame_5112.jpg,0,0.54684,0.23856,0.91531,0.48928,0.28876,0.49487,0.93269,0.77542,0.2095,0.78297,0.87999,0.88389,0.32223,0.88158,0.82346,0.92899,0.40208,0.89373,0.59996,0.19583,-1.10234,0.63033,0.19612,-1.1025
frame_5130.jpg,0,0.5414,0.22772,0.9142,0.48395,0.29991,0.48858,0.92391,0.77867,0.21763,0.78842,0.87769,0.88825,0.31915,0.89861,0.83192,0.92482,0.39044,0.9074,0.59268,0.18542,-1.06909,0.62355,0.18498,-1.06912
frame_5148.jpg,0,0.56707,0.23556,0.92189,0.4892,0.28662,0.49544,0.94454,0.7937,0.21216,0.79797,0.88939,0.89705,0.33321,0.90191,0.83316,0.93283,0.40583,0.90623,0.61682,0.18898,-1.28148,0.64536,0.18837,-1.28168
frame_5166.jpg,0,0.54923,0.23388,0.9145,0.48862,0.28564,0.48911,0.91722,0.78543,0.19265,0.78115,0.87872,0.88785,0.3196,0.89358,0.82698,0.92955,0.395,0.90971,0.60531,0.19206,-1.12465,0.63627,0.19194,-1.12469
frame_5184.jpg,0,0.54854,0.23258,0.91684,0.4938,0.27962,0.50151,0.93196,0.79146,0.20681,0.79909,0.87814,0.90142,0.35441,0.91306,0.82747,0.93784,0.42402,0.92351,0.60614,0.18971,-1.3305,0.63622,0.18959,-1.33065
frame_5202.jpg,0,0.62585,0.23756,0.93422,0.50724,0.32979,0.48667,0.92876,0.78924,0.23208,0.77875,0.8961,0.89104,0.35234,0.90391,0.8305,0.93203,0.42248,0.92039,0.68042,0.19374,-1.38148,0.7072,0.19408,-1.38201
frame_522.jpg,0,0.60704,0.30807,0.84115,0.52549,0.21993,0.51495,0.83727,0.95498,0.08969,0.87701,0.71844,0.61687,0.25423,0.98609,0.70096,0.48177,0.30147,0.98133,0.64104,0.24143,-1.41584,0.66128,0.23805,-1.41557
frame_5220.jpg,0,0.52228,0.30847,0.83585,0.55658,0.17553,0.5545,0.88857,0.83831,0.09591,0.83644,0.77951,0.9283,0.22079,0.96645,0.7133,0.94554,0.29375,0.97299,0.57013,0.26492,-1.93521,0.59508,0.26523,-1.93595
frame_5238.jpg,0,0.5559,0.22758,0.93002,0.48616,0.27845,0.49369,1.00796,0.77963,0.17148,0.79156,0.92733,0.87385,0.31829,0.88986,0.84476,0.91762,0.40114,0.91133,0.61014,0.18291,-1.32213,0.63838,0.18264,-1.32235
frame_5256.jpg,0,0.43319,0.24042,0.86697,0.45947,0.2213,0.51685,0.95578,0.7326,0.18952,0.81721,0.90487,0.88504,0.33623,0.91651,0.84078,0.93173,0.40184,0.92455,0.47344,0.19086,-1.26517,0.5066,0.18769,-1.26536
frame_5274.jpg,0,0.51683,0.24144,0.91008,0.48001,0.26301,0.50736,0.95963,0.76159,0.19351,0.80196,0.9095,0.87847,0.32124,0.9097,0.83359,0.91554,0.39544,0.90537,0.56179,0.19608,-1.24976,0.59092,0.19485,-1.24987
frame_5292.jpg,0,0.56173,0.23639,0.86693,0.50106,0.19778,0.48997,0.90292,0.7725,0.10917,0.7818,0.82159,0.89475,0.21041,0.91244,0.75096,0.93524,0.29108,0.92127,0.60927,0.19278,-1.81599,0.63386,0.19336,-1.81662
frame_5310.jpg,0,0.60917,0.2411,0.85305,0.51231,0.21925,0.47581,0.86152,0.79683,0.10918,0.76549,0.77085,0.90817,0.21833,0.89666,0.71405,0.9454,0.29442,0.92118,0.6576,0.19704,-1.71608,0.68165,0.19838,-1.71639
frame_5328.jpg,0,0.62911,0.23774,0.87911,0.50991,0.22096,0.47553,0.86606,0.82542,0.11985,0.7857,0.77785,0.91282,0.23542,0.91329,0.7005,0.94419,0.29766,0.92369,0.6814,0.1943,-1.47834,0.70611,0.19681,-1.47842
frame_5346.jpg,0,0.6434,0.22901,0.90119,0.51862,0.22628,0.46772,0.89061,0.81959,0.10736,0.76369,0.80034,0.91302,0.19873,0.89891,0.71754,0.94873,0.27187,0.9205,0.69891,0.18895,-1.63659,0.72484,0.19175,-1.63668
frame_5364.jpg,0,0.64683,0.23471,0.89957,0.52047,0.23912,0.47332,0.89037,0.84903,0.12374,0.79435,0.7846,0.93015,0.2248,0.90163,0.71705,0.94345,0.28628,0.91081,0.69846,0.19167,-1.2168,0.72482,0.1946,-1.21693
frame_5382.jpg,0,0.65182,0.23998,0.89859,0.51987,0.21219,0.48004,0.88696,0.81584,0.09661,0.77781,0.79922,0.91333,0.21103,0.89732,0.7331,0.94287,0.28079,0.91639,0.70175,0.19768,-1.3921,0.72569,0.20004,-1.39226
frame_54.jpg,0,0.62615,0.39495,0.84209,0.54165,0.34149,0.52717,0.93698,0.8449,0.06781,0.7719,0.80379,0.9267,0.25607,0.90383,0.72277,0.95109,0.32574,0.92189,0.64923,0.34097,-1.48112,0.66678,0.33691,-1.48161
frame_540.jpg,0,0.62004,0.27512,0.84588,0.52001,0.22857,0.5127,0.84487,0.94999,0.06621,0.87897,0.68966,0.60705,0.24672,0.96606,0.66816,0.46456,0.3096,0.96505,0.64131,0.20759,-1.40966,0.6597,0.20442,-1.4099
frame_5400.jpg,0,0.58727,0.29992,0.84781,0.57304,0.21391,0.5413,0.84989,0.85681,0.11631,0.82186,0.73567,0.94155,0.24998,0.95532,0.66642,0.96866,0.28887,0.96716,0.6381,0.25706,-1.18747,0.66333,0.25982,-1.18789
frame_5418.jpg,0,0.59825,0.24035,0.87296,0.51847,0.2017,0.49206,0.86958,0.79519,0.09181,0.78152,0.78887,0.90594,0.21265,0.90153,0.7305,0.93455,0.28647,0.91033,0.64892,0.19632,-1.22143,0.67454,0.19786,-1.22185
frame_5436.jpg,0,0.59239,0.30728,0.8563,0.57222,0.20161,0.54849,0.86198,0.86685,0.10461,0.82345,0.72008,0.96064,0.23301,0.93828,0.66195,0.96563,0.29166,0.9505,0.64851,0.26071,-1.39967,0.67394,0.26254,-1.40002
frame_5454.jpg,0,0.61027,0.31033,0.85455,0.55614,0.19438,0.54835,0.8751,0.83265,0.11875,0.83191,0.7641,0.93652,0.23107,0.95815,0.70573,0.95507,0.30268,0.96247,0.66235,0.26633,-1.51914,0.68532,0.26774,-1.51962
frame_5472.jpg,0,0.58184,0.32137,0.84637,0.56481,0.19641,0.54963,0.87254,0.82821,0.11505,0.81711,0.77908,0.92125,0.22152,0.94304,0.71581,0.951,0.29015,0.95197,0.63144,0.28003,-1.43775,0.65482,0.28107,-1.43823
frame_5490.jpg,0,0.52685,0.31497,0.81538,0.54889,0.17865,0.55612,0.86495,0.79834,0.10853,0.8162,0.7734,0.91565,0.23408,0.92974,0.71469,0.94891,0.29305,0.93839,0.57745,0.27224,-1.3193,0.60206,0.27279,-1.31974
frame_5508.jpg,0,0.56479,0.23082,0.91646,0.49262,0.30895,0.49343,0.93074,0.78895,0.23301,0.79642,0.88803,0.88754,0.36446,0.90369,0.82631,0.92781,0.4244,0.91431,0.61969,0.18667,-1.16583,0.64843,0.18659,-1.16606
frame_5526.jpg,0,0.47412,0.23791,0.91196,0.47436,0.24198,0.51073,0.989,0.77624,0.17428,0.80223,0.92462,0.88327,0.31437,0.90968,0.85347,0.91813,0.39232,0.91019,0.52195,0.19232,-1.36746,0.55804,0.19084,-1.36764
frame_5544.jpg,0,0.44944,0.23838,0.89697,0.4691,0.21913,0.51414,0.9758,0.77732,0.15818,0.80457,0.91613,0.89256,0.29658,0.8975,0.8437,0.93495,0.38229,0.90343,0.49819,0.19015,-1.32725,0.533,0.18756,-1.32715
frame_5562.jpg,0,0.37868,0.24836,0.85849,0.44695,0.18216,0.52869,0.96721,0.74369,0.16459,0.81891,0.91087,0.88769,0.28934,0.90046,0.83523,0.94178,0.38458,0.90835,0.4155,0.19376,-1.00714,0.44677,0.18916,-1.00701
frame_558.jpg,0,0.64652,0.32864,0.84092,0.52359,0.21804,0.52481,0.84122,0.94914,0.0898,0.88035,0.72507,0.61734,0.28688,0.98268,0.70973,0.4853,0.32251,0.96825,0.67812,0.26106,-1.55232,0.69499,0.25898,-1.55176
frame_5580.jpg,0,0.36783,0.24491,0.85769,0.44504,0.19166,0.53267,0.98734,0.72121,0.19382,0.83264,0.91057,0.87994,0.31066,0.91231,0.82828,0.93131,0.3934,0.91657,0.40584,0.19265,-1.05828,0.4392,0.18755,-1.05814
frame_5598.jpg,0,0.54095,0.35417,0.86388,0.48185,0.20268,0.51329,1.01374,0.77323,0.17836,0.80556,0.86954,0.88833,0.29192,0.89194,0.75584,0.90312,0.36099,0.88817,0.58249,0.29776,-2.01764,0.6093,0.29382,-2.01777
frame_5616.jpg,0,0.56143,0.42372,0.84386,0.47271,0.21532,0.42335,0.89493,0.85824,0.09992,0.72819,0.574,0.97406,0.15387,0.88076,0.45539,0.96879,0.20509,0.8882,0.61645,0.3751,-1.61263,0.63904,0.37521,-1.61238
frame_5634.jpg,0,0.45747,0.51627,0.82208,0.47787,0.1905,0.44628,0.89002,0.85518,0.12452,0.78285,0.57757,0.96418,0.23562,0.86414,0.46461,0.95254,0.26535,0.81754,0.50285,0.48428,-1.66689,0.53324,0.48088,-1.66731
frame_5652.jpg,0,0.48889,0.52018,0.80973,0.51563,0.19724,0.44384,0.8268,0.80689,0.18389,0.76233,0.48417,0.94711,0.23856,0.88241,0.3957,0.93537,0.30132,0.89573,0.51648,0.49115,-1.86459,0.53486,0.4916,-1.86492
frame_5670.jpg,0,0.46131,0.52403,0.7971,0.51921,0.21549,0.42756,0.85939,0.86937,0.13446,0.6592,0.4857,0.96129,0.153,0.86051,0.3759,0.94957,0.1906,0.88129,0.50163,0.49772,-1.71683,0.52782,0.49765,-1.7172
frame_5688.jpg,0,0.48333,0.57217,0.8219,0.55546,0.20816,0.4474,0.83084,0.83652,0.14764,0.72301,0.49257,0.9425,0.17441,0.85932,0.38577,0.93473,0.23742,0.87771,0.5205,0.54326,-1.77724,0.54493,0.54394,-1.77738
frame_5706.jpg,0,0.50813,0.49346,0.81839,0.44956,0.20932,0.38086,0.87578,0.73208,0.13349,0.6183,0.59748,0.84757,0.22528,0.80088,0.47878,0.85707,0.2674,0.8169,0.54927,0.47068,-1.45454,0.57333,0.46924,-1.45482
frame_5724.jpg,0,0.52585,0.50869,0.82595,0.42888,0.2371,0.39245,0.89124,0.76285,0.14534,0.69692,0.60779,0.8906,0.23403,0.83225,0.49209,0.88806,0.24875,0.83406,0.56603,0.48245,-1.50006,0.59262,0.47942,-1.50047
frame_5742.jpg,0,0.54047,0.36818,0.7732,0.32202,0.26099,0.2884,0.84193,0.52343,0.17261,0.4505,0.57192,0.60118,0.29377,0.56226,0.47897,0.60596,0.32918,0.5669,0.57245,0.35379,-2.00747,0.58864,0.35245,-2.00755
frame_576.jpg,0,0.55772,0.29022,0.82129,0.51987,0.22684,0.50582,0.85539,0.94169,0.08082,0.86079,0.74167,0.58331,0.25156,0.96306,0.71217,0.46482,0.30122,0.9636,0.60801,0.23133,-1.58181,0.63179,0.23125,-1.58153
frame_5760.jpg,0,0.55097,0.52296,0.83078,0.45099,0.17046,0.48324,0.90818,0.82699,0.06318,0.87307,0.60686,0.98557,0.3447,0.95135,100,100,0.41531,0.94085,0.59119,0.48931,-2.37191,0.61253,0.4839,-2.37201
frame_5778.jpg,0,0.56149,0.53911,0.86031,0.44557,0.38855,0.20794,0.89982,0.75932,0.23177,0.54004,0.61397,0.90073,0.2369,0.81242,0.49441,0.88418,0.28393,0.79529,0.60263,0.51362,-1.3191,0.6213,0.51088,-1.31961
frame_5796.jpg,0,0.53522,0.53479,0.82295,0.39674,0.36966,0.24827,0.93381,0.76011,100,100,0.57677,0.86454,100,100,0.45673,0.8528,100,100,0.56311,0.55371,-1.42782,0.58595,0.55726,-1.4285
frame_5814.jpg,0,0.47239,0.63974,0.78982,0.51434,0.37329,0.27752,0.92375,0.74471,100,100,0.54262,0.8509,100,100,0.42512,0.84344,100,100,0.51729,0.62122,-1.271,0.53554,0.62497,-1.27147
frame_5832.jpg,0,0.48277,0.51688,0.76033,0.46332,0.21763,0.39298,0.87384,0.80396,0.13944,0.70155,0.51579,0.89194,0.30636,0.84287,0.40595,0.87622,0.34799,0.86365,0.52989,0.48276,-1.7857,0.55272,0.48033,-1.78597
frame_5850.jpg,0,0.50369,0.56224,0.73064,0.51533,0.26205,0.35625,0.89608,0.80719,100,100,0.51504,0.8903,100,100,0.41385,0.8583,100,100,0.53595,0.5426,-1.48245,0.55624,0.54578,-1.48289
frame_5868.jpg,0,0.49864,0.51946,0.85315,0.55295,0.39606,0.28443,0.92379,0.79821,100,100,0.54687,0.84897,100,100,0.41788,0.83624,100,100,0.53596,0.5125,-1.57882,0.5598,0.51885,-1.57943
frame_5886.jpg,0,0.48551,0.56549,0.80555,0.52408,0.2558,0.3157,0.90672,0.77737,0.11982,0.4722,0.51209,0.87582,0.14574,0.72579,0.37876,0.86634,0.20237,0.76875,0.52269,0.5465,-1.44508,0.54254,0.56985,-1.44541
frame_594.jpg,0,0.60324,0.39685,0.8634,0.51612,0.23086,0.53485,0.90466,0.85824,0.09829,0.87384,100,100,0.22332,0.97579,100,100,0.29458,0.97932,0.64998,0.3376,-2.43108,0.67308,0.33564,-2.4315
frame_5940.jpg,0,0.48461,0.55277,0.82228,0.54857,0.35801,0.27805,0.90459,0.77817,100,100,0.51811,0.85537,100,100,0.40142,0.83118,100,100,0.51845,0.53307,-1.55426,0.54014,0.53947,-1.5548
frame_5958.jpg,0,0.52078,0.55812,0.84521,0.48676,0.30889,0.29151,0.917,0.77165,0.21634,0.54205,0.55077,0.87675,100,100,0.41816,0.86155,100,100,0.57348,0.54386,-1.5739,0.5973,0.54783,-1.5744
frame_5994.jpg,0,0.43323,0.58309,0.84445,0.54275,0.27869,0.29937,0.90871,0.80331,0.12044,0.43331,0.4755,0.89866,0.16383,0.74582,0.35419,0.88233,0.20535,0.79685,0.48062,0.56578,-1.4821,0.49992,0.56687,-1.48243
frame_6012.jpg,0,0.51313,0.57625,0.80259,0.50304,0.27357,0.33255,0.89413,0.78859,0.22082,0.62185,0.53128,0.88567,0.32501,0.80748,0.41759,0.87688,0.35287,0.83329,0.56587,0.55731,-1.34446,0.59164,0.55271,-1.34495
frame_6030.jpg,0,0.51729,0.59603,0.77743,0.47995,0.35154,0.30862,0.86034,0.75527,100,100,0.5215,0.89235,100,100,0.40038,0.86976,100,100,0.56103,0.57398,-1.60137,0.58284,0.56853,-1.6018
frame_6048.jpg,0,0.47618,0.58477,0.74518,0.52965,0.30501,0.31871,0.78417,0.73361,100,100,0.42947,0.86679,0.23456,0.74342,0.34037,0.85697,0.26018,0.78736,0.50754,0.56695,-1.30014,0.5288,0.57345,-1.30058
frame_6066.jpg,0,0.48658,0.53101,0.88966,0.52728,0.37851,0.1731,0.91998,0.80763,0.16779,0.38548,0.51479,0.89777,0.17713,0.73437,0.37523,0.88252,0.22585,0.79665,0.52962,0.52764,-1.44488,0.55064,0.52541,-1.44527
frame_6084.jpg,0,0.49756,0.57338,0.82659,0.50533,0.29753,0.30438,0.91218,0.79608,0.13515,0.42627,0.50722,0.88374,0.17572,0.7629,0.37659,0.8781,0.23632,0.80749,0.5274,0.55766,-1.38751,0.54685,0.56014,-1.38765
frame_6102.jpg,0,0.46179,0.58191,0.78497,0.49371,0.20374,0.35086,0.86653,0.79706,0.15221,0.60035,0.46787,0.894,0.25275,0.80069,0.35797,0.8835,0.27767,0.83741,0.50209,0.56535,-1.38476,0.52609,0.5643,-1.38502
frame_612.jpg,0,0.61676,0.46522,0.79457,0.46881,0.2076,0.47449,0.83596,0.8152,0.03887,0.88013,0.70846,0.97606,0.28819,0.85282,0.65287,0.96367,0.35729,0.78598,0.67539,0.42444,-1.56066,0.69563,0.42413,-1.56084
frame_6120.jpg,0,0.51529,0.55149,0.83723,0.49235,0.26658,0.32373,0.91132,0.78074,0.2072,0.58152,0.52051,0.88197,0.28966,0.77939,0.39622,0.86404,0.31268,0.81836,0.55676,0.53557,-1.49877,0.58225,0.53602,-1.49918
frame_6156.jpg,0,0.51881,0.54519,0.82934,0.50144,0.40342,0.26445,0.91191,0.82655,100,100,0.55228,0.89572,0.27912,0.7352,0.43161,0.87505,0.27996,0.76407,0.56131,0.5197,-1.33271,0.58797,0.52654,-1.33317
frame_6174.jpg,0,0.45895,0.53224,0.8018,0.46677,0.25045,0.34007,0.91682,0.77638,0.12562,0.50547,0.54524,0.85393,0.16675,0.72914,0.41517,0.84234,0.19651,0.74907,0.49889,0.50911,-1.67366,0.52309,0.50683,-1.67393
frame_6192.jpg,0,0.52045,0.55945,0.81394,0.43659,0.21648,0.35563,0.91806,0.8126,0.11261,0.59228,0.54777,0.90269,0.20284,0.83562,0.43705,0.89687,0.23368,0.85275,0.55143,0.53181,-1.26789,0.57265,0.52809,-1.26809
frame_6210.jpg,0,0.4608,0.49246,0.76292,0.48248,0.17099,0.4606,0.91155,0.87493,0.07485,0.74363,0.51977,0.95794,0.1931,0.88005,0.39026,0.93847,0.25467,0.88757,0.50606,0.44538,-2.13521,0.53128,0.44008,-2.13496
frame_6228.jpg,0,0.58323,0.26656,0.84575,0.49449,0.14077,0.5019,0.89696,0.81091,0.13762,0.83195,0.73056,0.94137,0.27257,0.94703,0.63028,0.96542,0.31022,0.93351,0.61816,0.21126,-1.86399,0.63936,0.20957,-1.86446
frame_6246.jpg,1,0.61047,0.29469,0.88328,0.51241,0.15524,0.51205,0.90174,0.83082,0.10459,0.81392,0.77642,0.93489,0.22664,0.92722,0.6934,0.95712,0.29349,0.93302,0.65145,0.24254,-2.08648,0.67515,0.24069,-2.08713
frame_6264.jpg,1,0.59704,0.27279,0.88303,0.50864,0.14486,0.51066,0.92181,0.83482,0.12073,0.82874,0.77136,0.94012,0.22361,0.92351,0.68497,0.95882,0.28491,0.92774,0.64161,0.2156,-2.38472,0.6656,0.21576,-2.38519
frame_6282.jpg,1,0.57021,0.26456,0.86745,0.50699,0.1466,0.51119,0.89795,0.82396,0.11461,0.81228,0.73272,0.93762,0.20405,0.92369,0.61791,0.95563,0.27505,0.92573,0.61187,0.21415,-2.24277,0.63542,0.21296,-2.24337
frame_630.jpg,0,0.62579,0.5172,0.8811,0.49935,0.30109,0.4195,0.84477,0.81448,0.0849,0.8036,0.71499,0.91986,0.36717,0.84657,0.63152,0.89861,0.46499,0.81181,0.68933,0.47548,-1.68086,0.71579,0.47505,-1.68035
frame_6300.jpg,1,0.44195,0.28824,0.85072,0.50654,0.14504,0.51083,0.90961,0.80011,0.11093,0.80499,0.74121,0.92595,0.21716,0.93075,0.64345,0.95169,0.28362,0.93034,0.50144,0.24248,-2.44444,0.53001,0.24232,-2.44486
frame_6318.jpg,1,0.44137,0.26443,0.87073,0.49375,0.15224,0.50354,0.92308,0.80483,0.08897,0.81101,0.78261,0.92249,0.15559,0.93304,0.69017,0.9494,0.2094,0.93427,0.50306,0.2138,-1.96337,0.53465,0.21341,-1.9636
frame_6336.jpg,1,0.43884,0.26321,0.86564,0.49836,0.14311,0.50339,0.92305,0.82216,0.07721,0.8283,0.76433,0.92854,0.15304,0.94875,0.6564,0.95002,0.2018,0.93551,0.50166,0.21609,-2.05065,0.53349,0.21602,-2.05126
frame_6354.jpg,1,0.44762,0.25347,0.87949,0.48113,0.15895,0.48565,0.91785,0.81997,0.10198,0.82893,0.75747,0.9239,0.17295,0.92161,0.68053,0.93693,0.20438,0.90519,0.5121,0.2025,-2.13563,0.54507,0.20239,-2.13579
frame_6372.jpg,1,0.45116,0.25723,0.87534,0.48891,0.14463,0.49007,0.91618,0.81782,0.08267,0.81311,0.79245,0.91013,0.14315,0.92565,0.69538,0.93311,0.19364,0.91321,0.51412,0.21059,-1.80476,0.54547,0.21045,-1.80497
frame_6390.jpg,1,0.44138,0.25327,0.86318,0.48055,0.13528,0.48967,0.90994,0.78666,0.07298,0.80247,0.78329,0.89195,0.16443,0.92064,0.69513,0.92046,0.2183,0.9084,0.5067,0.20761,-1.59576,0.53857,0.2074,-1.59597
frame_6408.jpg,1,0.45001,0.25645,0.86593,0.4897,0.14882,0.49772,0.91709,0.81415,0.08054,0.81764,0.75098,0.92518,0.16597,0.93736,0.67064,0.94066,0.21522,0.92818,0.51353,0.21357,-1.61885,0.5457,0.21319,-1.61874
frame_6426.jpg,1,0.43086,0.24879,0.86606,0.48739,0.14238,0.4979,0.91275,0.81916,0.09038,0.8259,0.75683,0.92753,0.16303,0.92757,0.66097,0.94,0.19362,0.91523,0.49717,0.20737,-1.80799,0.53114,0.20761,-1.80786
frame_6444.jpg,1,0.42794,0.25889,0.8515,0.48611,0.14785,0.49907,0.92163,0.7911,0.07976,0.79906,0.75137,0.91612,0.12829,0.91038,0.65987,0.947,0.1689,0.90708,0.48906,0.21469,-1.73126,0.52088,0.21407,-1.73132
frame_6462.jpg,1,0.42951,0.25096,0.86186,0.48143,0.1514,0.4938,0.91509,0.78541,0.0759,0.79394,0.76673,0.90832,0.17008,0.92718,0.68595,0.93518,0.2207,0.92778,0.48986,0.20968,-1.99746,0.52222,0.2099,-1.99788
frame_648.jpg,1,0.59962,0.43739,0.83528,0.437,0.26078,0.41585,0.83493,0.74502,0.12384,0.74107,0.71639,0.87574,0.22108,0.81467,0.63119,0.86362,0.26351,0.79177,0.65852,0.4067,-1.5865,0.68448,0.4074,-1.58666
frame_6480.jpg,1,0.44304,0.23789,0.86195,0.47883,0.15617,0.48445,0.90425,0.79677,0.08493,0.8121,0.76852,0.9055,0.18146,0.9252,0.68672,0.93049,0.22897,0.91268,0.50358,0.19369,-1.81289,0.53601,0.19336,-1.81327
frame_6498.jpg,1,0.434,0.2613,0.84446,0.4868,0.14842,0.49877,0.9143,0.79516,0.07228,0.80384,0.75433,0.914,0.12007,0.92001,0.6483,0.94049,0.16765,0.90819,0.49804,0.21599,-1.65143,0.52945,0.2157,-1.65151
frame_6516.jpg,1,0.42366,0.25523,0.84881,0.48892,0.13925,0.50411,0.91716,0.80328,0.08272,0.81085,0.76294,0.91095,0.164,0.92147,0.64787,0.95172,0.20445,0.90921,0.48735,0.21199,-2.06303,0.52141,0.21152,-2.06323
frame_6534.jpg,0,0.43774,0.24686,0.85029,0.47941,0.15801,0.49839,0.89989,0.79204,0.0887,0.80106,0.76529,0.90473,0.19102,0.92183,0.67734,0.93037,0.23518,0.91603,0.4997,0.20044,-1.83417,0.53174,0.19983,-1.83443
frame_6552.jpg,0,0.43072,0.35488,0.82171,0.54367,0.15231,0.56608,0.89939,0.77357,0.10229,0.81151,0.77921,0.89034,0.17932,0.92498,0.68842,0.92202,0.21474,0.92523,0.48133,0.3146,-1.22219,0.50854,0.31335,-1.22267
frame_6570.jpg,0,0.42461,0.23146,0.84906,0.46542,0.14122,0.49233,0.91769,0.78403,0.10297,0.83146,0.7875,0.89681,0.21769,0.92625,0.70141,0.92585,0.24277,0.9041,0.4847,0.18314,-1.76818,0.51707,0.18236,-1.76834
